"DateTime_hr","chamber","T_treatment","HWtrt","combotrt","PPFD","Tair","Tcan","VPD","A","E","FluxCO2","FluxH2O","LeafArea","Tdiff","gs","Dleaf","Atogs","sw","sw0","Ps"
2016-10-29 00:30:00,"C02","elevated","C","elevated_C",0,18.9045214653015,18.7926666666667,0.442675861849509,-0.666997067843826,0.069734099845021,-0.0114525096257413,0.00119735226467967,17.17025483,-0.111854798634798,0.016104158949143,0.42740753467071,-0.0414176902966622,0.112,0.086,0.208749079189687
2016-10-29 00:30:00,"C03","ambient","HW","ambient_HW",0,15.9431488513946,16.1926666666667,0.205987011132029,-0.645077774178876,0.10270685540167,-0.00796429210808294,0.00126804461518265,12.34625099,0.2495178152721,0.0517320909836845,0.235182983160618,-0.0124695863227783,0.079,0.061,0.134773480662983
2016-10-29 00:30:00,"C04","elevated","HW","elevated_HW",0,18.9228515625,18.781,0.237076713807424,-0.901828894114711,0.0827352443300202,-0.0213669946795985,0.00196024272115411,23.69295863,-0.141851562500001,0.0360668999376508,0.21771023915014,-0.025004336266042,0.11,0.1,0.21798664825046
2016-10-29 00:30:00,"C05","ambient","C","ambient_C",0,15.8809683322906,16.2843333333333,0.209061660420248,-1.00758494086803,0.144271677858629,-0.0130054922590105,0.00186219951636871,12.90758896,0.403365001042701,0.072240494409784,0.256298772029861,-0.0139476473562391,0.131,0.129,0.188379834254144
2016-10-29 00:30:00,"C06","elevated","C","elevated_C",0,18.9186086654663,18.9153333333333,0.237576432212996,-0.653200661119773,0.0663804984286846,-0.0192753189435923,0.001958824225092,29.50903159,-0.00327533213300057,0.0287739129695003,0.237127668412157,-0.0227011411973113,0.087,0.075,0.185277163904236
2016-10-29 00:30:00,"C07","ambient","HW","ambient_HW",0,15.8578858375549,16.2086666666667,0.1704353726266,-0.785607016273549,0.197750435317782,-0.0114703840020919,0.00288728764215362,14.6006639,0.350780829111802,0.124268557471456,0.211400753095922,-0.00632184868206907,0.101,0.097,0.272846224677716
2016-10-29 00:30:00,"C08","elevated","C","elevated_C",0,18.9015741348267,18.8883333333333,0.202368779760259,-0.754510680196586,0.0943771962873884,-0.0184145496410847,0.00230336509692308,24.40594961,-0.0132408014933993,0.0485476891829063,0.200556800524712,-0.015541639424977,0.094,0.055,0.223851749539595
2016-10-29 00:30:00,"C09","ambient","HW","ambient_HW",0,15.7558154265086,16.0363333333333,0.175193396443318,-0.805135080577464,0.136361166724532,-0.0138171333949188,0.00234012959560561,17.16126117,0.2805179068247,0.0818179054857524,0.20770187964276,-0.00984057310924036,0.106,0.085,0.252514272559853
2016-10-29 00:30:00,"C10","elevated","HW","elevated_HW",0,18.9038834571838,19.002,0.358905795710282,-0.544944947765676,0.0816954810127274,-0.00926229689914648,0.00138855824530708,16.99675708,0.0981165428162001,0.0233632297614016,0.372375568725978,-0.0233248978557742,0.071,0.05,0.297757366482505
2016-10-29 00:30:00,"C11","ambient","C","ambient_C",0,15.9269576072693,15.9203333333333,0.166432531093976,-0.796582400688021,0.282303500646339,-0.00760006193392916,0.00269341136237012,9.54083586,-0.00662427393599962,0.187196798833671,0.165663679268443,-0.00425532063395916,0.1165,0.081,0.264348987108656
2016-10-29 00:30:00,"C12","elevated","HW","elevated_HW",0,18.9228267669678,19.0413333333333,0.229747244886547,-0.771566450318563,0.111983954006988,-0.0209566649299382,0.00304161773841399,27.16119256,0.1185065663655,0.0507797805541285,0.246042200147429,-0.0151943636206957,0.093,0.052,0.217593922651934
2016-10-29 01:00:00,"C01","ambient","C","ambient_C",0,15.8044667243958,16.184,0.177718079413494,-0.679776687616128,0.101680782414414,-0.0160524705382349,0.002401123477382,23.61432928,0.379533275604201,0.0595504760628869,0.221944433891847,-0.0114151343962098,0.101,0.075,0.162132136279926
2016-10-29 01:00:00,"C02","elevated","C","elevated_C",0,18.8178882598877,18.745,0.427009783848353,-0.949897608914308,0.0595920612224765,-0.0163099840074664,0.00102321087703488,17.17025483,-0.0728882598876979,0.0142522623088872,0.417096987897276,-0.0666489002466637,0.112,0.086,0.208749079189687
2016-10-29 01:00:00,"C03","ambient","HW","ambient_HW",0,15.8478486537933,16.0796666666667,0.208527763791018,-1.09781716450119,0.0868882309624526,-0.0135539262540617,0.00107274390753953,12.34625099,0.231818012873401,0.0430576314985191,0.23549470215537,-0.0254964596587006,0.079,0.061,0.134773480662983
2016-10-29 01:00:00,"C04","elevated","HW","elevated_HW",0,18.858057975769,18.7313333333333,0.233029545373088,-0.836046978075325,0.0764044978285595,-0.0198084264642752,0.00181024860619799,23.69295863,-0.1267246424357,0.0338430958541107,0.215782465978006,-0.0247036199548445,0.11,0.1,0.21798664825046
2016-10-29 01:00:00,"C05","ambient","C","ambient_C",0,15.7947099208832,16.1713333333333,0.218920743826296,-1.03749281901934,0.147859670010875,-0.0133915308568533,0.00190851184426161,12.90758896,0.376623412450101,0.0706435489046661,0.262780415486029,-0.0146863066069832,0.131,0.129,0.188379834254144
2016-10-29 01:00:00,"C06","elevated","C","elevated_C",0,18.8562078475953,18.861,0.236530917184462,-0.738864191831158,0.0650268654514789,-0.0218031667774655,0.00191887982680637,29.50903159,0.00479215240470054,0.0283019282267725,0.237185410182597,-0.0261064965577936,0.087,0.0755,0.185277163904236
