"TOA5","WTC11","CR1000","33275","CR1000.Std.30.01","CPU:WTCsensors_Ch11_20161027.CR1","15803","Table1"
"TIMESTAMP","RECORD","VW_Avg(1)","VW_Avg(2)","VW_Avg(3)","SoilTempProbe_Avg(1)","SoilTempProbe_Avg(2)","SoilTempProbe_Avg(3)","SoilTempProbe_Avg(4)","SoilTempProbe_Avg(5)","SoilTempProbe_Avg(6)","SoilTemp_Avg(1)","SoilTemp_Avg(2)","BattV_Min","PTemp"
"TS","RN","","","","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Volts",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Min","Smp"
"2016-10-31 06:15:00",353,0.079,0.099,0.11,-6.407,-7.959,-5.297,-14.06,-11.29,-8.26,19.45,19.29,13.53,17.99
"2016-10-31 06:30:00",354,0.079,0.099,0.11,-6.325,-7.721,-6.232,-14.04,-10.74,-6.298,19.34,19.21,13.53,18.02
"2016-10-31 06:45:00",355,0.079,0.099,0.11,-6.227,-7.579,-5.178,-14.03,-10.84,-6.786,19.24,19.14,13.53,18.23
"2016-10-31 07:00:00",356,0.078,0.099,0.11,-6.198,-7.448,-5.496,-14.03,-10.52,-7.177,19.17,19.09,13.53,18.48
"2016-10-31 07:15:00",357,0.078,0.099,0.11,-6.511,-8.05,-7.345,-14.02,-11.38,-7.627,19.14,19.05,13.53,18.79
"2016-10-31 07:30:00",358,0.078,0.099,0.11,-6.323,-7.886,-6.42,-13.99,-11.36,-7.353,19.13,19.03,13.53,19.13
"2016-10-31 07:45:00",359,0.078,0.099,0.11,-6.185,-7.643,-6.188,-13.99,-10.89,-6.648,19.16,19.05,13.53,19.52
"2016-10-31 08:00:00",360,0.078,0.099,0.11,-5.763,-7.327,-5.607,-13.96,-10.66,-6.893,19.22,19.09,13.54,20.18
"2016-10-31 08:15:00",361,0.078,0.099,0.11,-5.657,-7.403,-5.881,-13.95,-10.88,-5.837,19.31,19.16,13.53,20.83
"2016-10-31 08:30:00",362,0.078,0.099,0.11,-5.458,-7.195,-5.4,-13.94,-10.03,-5.639,19.43,19.23,13.53,21.37
"2016-10-31 08:45:00",363,0.077,0.099,0.11,-5.946,-7.766,-6.511,-13.94,-11.54,-6.73,19.57,19.3,13.53,21.97
"2016-10-31 09:00:00",364,0.077,0.099,0.11,-5.783,-7.642,-6.666,-13.94,-11.02,-6.596,19.74,19.37,13.53,22.61
"2016-10-31 09:15:00",365,0.077,0.099,0.11,-5.819,-7.701,-6.829,-13.93,-11.18,-6.418,19.93,19.44,13.53,23.15
"2016-10-31 09:30:00",366,0.077,0.098,0.11,-5.854,-8.26,-9.02,-13.93,-11.52,-7.85,20.13,19.5,13.53,23.52
"2016-10-31 09:45:00",367,0.077,0.098,0.11,-5.738,-7.887,-9.25,-13.89,-11,-5.793,20.34,19.56,13.53,23.9
"2016-10-31 10:00:00",368,0.077,0.098,0.11,-5.738,-7.688,-8.28,-13.86,-11.39,-6.547,20.57,19.63,13.53,24.51
"2016-10-31 10:15:00",369,0.077,0.098,0.11,-5.871,-8.09,-8.21,-13.84,-11.93,-6.865,20.87,19.73,13.53,25.13
"2016-10-31 10:30:00",370,0.077,0.098,0.11,-5.376,-7.5,-6.367,-13.85,-10.96,-6.297,21.2,19.85,13.53,25.52
